ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
5599,9482,CA-2020-150504,11/6/2020,11/12/2020,Standard Class,HG-14845,Harry Greene,Consumer,United States,Dallas,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,1.816
5600,9485,CA-2019-164770,12/2/2019,12/4/2019,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,781.864,10,-137.976
5601,9486,CA-2019-164770,12/2/2019,12/4/2019,Second Class,MY-18295,Muhammed Yedwab,Corporate,United States,Houston,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,30.816,9,9.63
5602,9487,CA-2020-130505,10/12/2020,10/12/2020,Same Day,NF-18385,Natalie Fritzler,Consumer,United States,Wheeling,West Virginia,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,3,-76.9536
5603,9488,US-2020-125213,12/11/2020,12/13/2020,First Class,NB-18655,Nona Balk,Corporate,United States,Paterson,New Jersey,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,6.54,3,2.1582
5604,9490,US-2019-102232,8/5/2019,8/11/2019,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Huntsville,Alabama,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7,59.115
5605,9491,CA-2020-111738,1/3/2020,1/7/2020,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,8,682.5168
5606,9492,CA-2020-111738,1/3/2020,1/7/2020,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9.12,3,3.1008
5607,9493,CA-2020-163188,11/7/2020,11/7/2020,Same Day,EC-14050,Erin Creighton,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,38.16,9,19.08
5608,9494,CA-2019-105207,1/3/2019,1/8/2019,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Broken Arrow,Oklahoma,Central,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85,7,350.427
5609,9495,CA-2019-105207,1/3/2019,1/8/2019,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Broken Arrow,Oklahoma,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,5.346
5610,9496,US-2019-123610,5/12/2019,5/16/2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120,6,46.8
5611,9497,US-2019-123610,5/12/2019,5/16/2019,Standard Class,VM-21835,Vivian Mathis,Consumer,United States,Mission Viejo,California,West,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,8.67,1,2.3409
5612,9498,CA-2020-118213,11/5/2020,11/7/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,2.0286
5613,9499,CA-2020-118213,11/5/2020,11/7/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,167.94,3,82.2906
5614,9500,CA-2020-118213,11/5/2020,11/7/2020,First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,67.8,10,31.188
5615,9501,CA-2019-149237,5/26/2019,5/30/2019,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26.94,3,11.3148
5616,9503,CA-2019-101329,4/22/2019,4/29/2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,32.13,9,8.3538
5617,9504,CA-2019-101329,4/22/2019,4/29/2019,Standard Class,MM-17920,Michael Moore,Consumer,United States,Rome,New York,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,2.88,1,0.8064
5618,9505,CA-2019-113607,10/14/2019,10/18/2019,Standard Class,PW-19030,Pauline Webber,Corporate,United States,New York City,New York,East,TEC-PH-10004094,Technology,Phones,Motorola L703CM,1091.93,7,272.9825
5619,9506,CA-2019-113607,10/14/2019,10/18/2019,Standard Class,PW-19030,Pauline Webber,Corporate,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,111.96,2,54.8604
5620,9511,CA-2019-105263,8/6/2019,8/11/2019,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",38.34,9,15.7194
5621,9513,CA-2020-142461,5/30/2020,6/3/2020,Second Class,KT-16480,Kean Thornton,Consumer,United States,Dallas,Texas,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",204.6664,1,-6.0196
5622,9514,CA-2019-125220,10/14/2019,10/19/2019,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1649.75,5,544.4175
5623,9520,US-2020-104451,5/8/2020,5/12/2020,Second Class,MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4,22.7024
5624,9521,CA-2019-101189,2/4/2019,2/9/2019,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,3.7208
5625,9525,CA-2020-156958,12/5/2020,12/6/2020,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,29.372
5626,9526,CA-2020-156958,12/5/2020,12/6/2020,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,39.98
5627,9527,CA-2020-156958,12/5/2020,12/6/2020,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,31.176,3,-7.0146
5628,9528,CA-2020-156958,12/5/2020,12/6/2020,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,172.752,6,60.4632
5629,9529,CA-2020-156958,12/5/2020,12/6/2020,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212
5630,9530,CA-2020-101637,3/24/2020,3/25/2020,Same Day,AC-10615,Ann Chong,Corporate,United States,Beaumont,Texas,Central,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,12.768,2,0.9576
5631,9531,CA-2020-111759,7/8/2020,7/12/2020,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Seattle,Washington,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,24.2696
5632,9532,CA-2020-102729,10/26/2020,10/31/2020,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Dallas,Texas,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",55.616,2,5.5616
5633,9533,CA-2019-116596,10/27/2019,10/31/2019,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",427.644,14,80.7772
5634,9534,CA-2019-116596,10/27/2019,10/31/2019,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",40.67,7,12.6077
5635,9535,CA-2019-116596,10/27/2019,10/31/2019,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,1.3392
5636,9536,CA-2019-116596,10/27/2019,10/31/2019,Standard Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,9.728,2,3.2832
5637,9537,CA-2020-124191,6/12/2020,6/14/2020,Second Class,TS-21610,Troy Staebel,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",8.856,3,-6.8634
5638,9538,CA-2019-148747,9/25/2019,9/27/2019,First Class,AS-10045,Aaron Smayling,Corporate,United States,San Francisco,California,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",477.666,2,84.294
5639,9539,US-2020-169488,9/7/2020,9/9/2020,First Class,AA-10375,Allen Armold,Consumer,United States,Providence,Rhode Island,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9,5,7.774
5640,9540,US-2020-169488,9/7/2020,9/9/2020,First Class,AA-10375,Allen Armold,Consumer,United States,Providence,Rhode Island,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,39.96,2,18.7812
5641,9548,CA-2019-131744,6/18/2019,6/20/2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,2.14
5642,9549,CA-2019-131744,6/18/2019,6/20/2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,4.626,2,-3.855
5643,9550,CA-2019-131744,6/18/2019,6/20/2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,453.6,3,90.72
5644,9554,CA-2019-125724,9/22/2019,9/27/2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Broomfield,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,68.432,7,8.554
5645,9559,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,5,34.7865
5646,9560,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,5,-44.019
5647,9561,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",51.968,2,10.3936
5648,9562,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,-75.5958
5649,9563,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,TEC-MA-10003589,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.937,3,-164.9538
5650,9564,CA-2019-129280,5/3/2019,5/5/2019,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6,2,2.1
5651,9569,CA-2020-104388,7/5/2020,7/7/2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Fremont,Nebraska,Central,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,4,22.3888
5652,9579,CA-2020-152975,9/14/2020,9/16/2020,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,323.955
5653,9580,CA-2020-152975,9/14/2020,9/16/2020,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,East,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,70.98,1,3.549
5654,9581,CA-2020-152975,9/14/2020,9/16/2020,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5,8.6855
5655,9582,CA-2020-152975,9/14/2020,9/16/2020,First Class,RB-19705,Roger Barcio,Home Office,United States,New York City,New York,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.549
5656,9583,CA-2019-107475,6/7/2019,6/11/2019,Standard Class,RS-19870,Roy Skaria,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,9.648,6,3.4974
5657,9584,CA-2020-116127,6/25/2020,6/27/2020,Second Class,SB-20205,Sarah Brown,Consumer,United States,New York City,New York,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,400.784,1,-5.0098
5658,9585,CA-2020-132584,8/26/2020,8/27/2020,First Class,HJ-14875,Heather Jas,Home Office,United States,Detroit,Michigan,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",53.72,4,13.9672
5659,9586,CA-2019-160598,8/26/2019,8/28/2019,First Class,SV-20815,Stuart Van,Corporate,United States,Miami,Florida,South,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,31.008,1,11.2404
5660,9587,CA-2019-108630,11/18/2019,11/18/2019,Same Day,BE-11410,Bobby Elias,Consumer,United States,Concord,California,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.12,5,22.156
5661,9588,US-2020-129203,4/17/2020,4/22/2020,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.136,4,-43.9056
5662,9589,CA-2020-110940,7/23/2020,7/28/2020,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Wheeling,Illinois,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",121.536,4,15.192
5663,9592,US-2019-105452,7/28/2019,8/1/2019,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,Texas,Central,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",24.7,5,-9.88
5664,9593,US-2019-105452,7/28/2019,8/1/2019,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,Texas,Central,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",302.72,5,-378.4
5665,9594,CA-2020-108931,9/14/2020,9/19/2020,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.56,2,3.852
5666,9595,CA-2020-108931,9/14/2020,9/19/2020,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,New York City,New York,East,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.56,2,5.6644
5667,9596,CA-2020-104619,1/24/2020,1/29/2020,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86,3,6.7236
5668,9597,CA-2020-104619,1/24/2020,1/29/2020,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,89.9548
5669,9598,CA-2020-104619,1/24/2020,1/29/2020,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3,8.2764
5670,9601,CA-2020-107797,5/8/2020,5/11/2020,Second Class,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,41.472,8,14.5152
5671,9602,CA-2019-117604,9/4/2019,9/9/2019,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,239.5,5,114.96
5672,9604,CA-2019-129861,6/17/2019,6/23/2019,Standard Class,DM-13345,Denise Monton,Corporate,United States,Rochester,New York,East,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,376.866,3,-213.5574
5673,9606,US-2020-122672,11/4/2020,11/9/2020,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,70.72,4,-6.188
5674,9607,US-2020-122672,11/4/2020,11/9/2020,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Lancaster,Ohio,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",194.352,3,-43.7292
5675,9608,CA-2020-117128,12/5/2020,12/8/2020,Second Class,BF-11080,Bart Folk,Consumer,United States,New York City,New York,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",21.6,6,9.936
5676,9609,CA-2020-117128,12/5/2020,12/8/2020,Second Class,BF-11080,Bart Folk,Consumer,United States,New York City,New York,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,11.07,3,5.2029
5677,9610,CA-2019-130638,5/16/2019,5/19/2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,19.7988
5678,9611,CA-2019-130638,5/16/2019,5/19/2019,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,13.3056
5679,9612,CA-2020-144365,10/24/2020,10/30/2020,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Jackson,Mississippi,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4,5.256
5680,9613,CA-2019-110086,9/18/2019,9/22/2019,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Woodland,California,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,23.9984
5681,9617,CA-2019-140256,8/22/2019,8/29/2019,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,5.76,2,1.6704
5682,9618,CA-2020-160633,11/16/2020,11/21/2020,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,899.982,3,74.9985
5683,9619,CA-2020-160633,11/16/2020,11/21/2020,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,5.397
5684,9620,CA-2020-160633,11/16/2020,11/21/2020,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Bowling Green,Ohio,East,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,139.96,5,-1.7495
5685,9624,CA-2020-137449,6/29/2020,6/30/2020,First Class,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,21.392,2,-54.5496
5686,9625,CA-2020-137449,6/29/2020,6/30/2020,First Class,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,307.314,3,-39.5118
5687,9626,CA-2020-137449,6/29/2020,6/30/2020,First Class,ME-17725,Max Engle,Consumer,United States,Dallas,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,409.9992,3,-96.4704
5688,9627,CA-2020-103520,9/23/2020,9/25/2020,First Class,MH-17785,Maya Herman,Corporate,United States,Lubbock,Texas,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,9.248,2,3.3524
5689,9631,CA-2019-168844,5/31/2019,6/6/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,7.152,3,2.3244
5690,9632,CA-2019-168844,5/31/2019,6/6/2019,Standard Class,NM-18520,Neoma Murray,Consumer,United States,New York City,New York,East,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,179.7,6,88.053
5691,9633,CA-2020-154809,2/13/2020,2/17/2020,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Minneapolis,Minnesota,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",90.64,8,38.9752
5692,9639,US-2020-125808,11/12/2020,11/15/2020,Second Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2,5.6644
5693,9645,US-2020-107979,6/8/2020,6/13/2020,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,89.544,7,12.3123
5694,9646,US-2020-107979,6/8/2020,6/13/2020,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524
5695,9647,US-2020-107979,6/8/2020,6/13/2020,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Glendale,Arizona,West,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,-48.392
5696,9650,CA-2019-107104,11/26/2019,11/30/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,3406.664,8,160.3136
5697,9651,CA-2019-107104,11/26/2019,11/30/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,37.17,9,10.4076
5698,9652,CA-2019-107104,11/26/2019,11/30/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,64.96,2,19.488
5699,9653,CA-2019-107104,11/26/2019,11/30/2019,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,297.69
5700,9654,CA-2020-161893,1/23/2020,1/27/2020,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,West,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.984,2,11.998
5701,9655,CA-2020-161893,1/23/2020,1/27/2020,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,4.938,2,-3.6212
5702,9661,CA-2019-160717,6/6/2019,6/11/2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,3023.928,9,226.7946
5703,9662,CA-2019-160717,6/6/2019,6/11/2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2,3.7744
5704,9663,CA-2019-160717,6/6/2019,6/11/2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,477.6,3,161.19
5705,9664,CA-2020-132619,8/31/2020,9/5/2020,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,San Francisco,California,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3,9.6975
5706,9666,CA-2020-157448,11/16/2020,11/20/2020,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3,23.988
5707,9667,CA-2020-157448,11/16/2020,11/20/2020,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,4.4712
5708,9668,CA-2019-126270,4/23/2019,4/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,6.5569
5709,9669,CA-2019-126270,4/23/2019,4/27/2019,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,West,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",71.97,3,35.985
5710,9670,CA-2020-145275,4/2/2020,4/6/2020,Standard Class,AH-10465,Amy Hunt,Consumer,United States,Decatur,Alabama,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3,6.8724
5711,9672,US-2020-140312,11/13/2020,11/19/2020,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Dublin,California,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,1.375
5712,9673,CA-2019-114867,12/23/2019,12/28/2019,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,7.968,2,2.6892
